"nid","title"
"3157","22 Verwendung doppelarmiger Halte- oder einfacher Stützvorrichtungen oder mehrarmiger gebogener Halte- und Stützvorrichtungen zu den Bewertungszahlen nach Nr. 15 zusätzlich je Prothese"
"3158","23 Verwendung einer Metallbasis mit Halte- und Stützvorrichtungen, zu den Bewertungszahlen nach Nr. 15 zusätzlich"
"3159","24a Verwendung von gegossenen komplizierten Halte- und Stützvorrichtungen, bei Verwendung von einer Halte- und Stützvorrichtungen"
"3160","24b Verwendung von gegossenen komplizierten Halte- und Stützvorrichtungen, bei Verwendung von mindestens 2 Halte- und Stützvorrichtungenn"
"3161","25a Teilleistungen bei nicht vollendeten Leistungen nach Anatomischer Abdruck zur prothetischen Versorgung eines Kiefers nach den Nrn. 15, 16 und 17-24"
"3162","25b Teilleistungen bei nicht vollendeten Leistungen nach Maßnahmen einschließlich der Ermittlung der Bissverhältnisse den Nrn. 15, 16 und 17-24"
"3163","25c Teilleistungen bei nicht vollendeten Leistungen nach nach Weitergehenden Maßnahmen nach den Nrn. 15, 16 und 17-24"
"3164","26a Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese kleinen Umfanges (ohne Abdruck)"
"3165","26b Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese größeren Umfanges (mit Abdruck)"
"3166","26c Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese mit Teilunterfütterung einer Prothese"
"3167","26d Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese mit Vollständige Unterfütterung einer Prothese im direkten Verfahren"
"3168","26e Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese mit Vollständige Unterfütterung einer Prothese im indirekten Verfahren"
"3169","26f Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese mit Vollständige Unterfütterung im indirekten Verfahren einschl. funktioneller Randgestaltung im Oberkiefer"
"3170","26g Maßnahmen zum Wiederherstellen der Funktion bei einer abnehmbaren Prothese mit Vollständige Unterfütterung im indirekten Verfahren einschl. funktioneller Randgestaltung im Unterkiefer"
"3171","27a Maßnahmen zur Weichteilstützung zum Ausgleich oder zum Verschluss von Defekten im Bereich des Kiefers bei vorhandenem Restgebiss"
"3172","27b Maßnahmen zur Weichteilstützung zum Ausgleich oder zum Verschluss von Defekten im Bereich des Kiefers bei zahnlosem Kiefer"
"3173","28 Eingliedern eines Obturators zum Verschluss von Defekten des weichen Gaumens"
"3174","29a Eingliedern einer temporären Verschlussprothese nach Resektion oder bei großen Defekten des Oberkiefers"
"3175","29b Ergänzungsmaßnahmen im Anschluss an Leistungen nach Eingliedern einer temporären Verschlussprothese nach Resektion oder bei großen Defekten des Oberkiefers"
"3176","29c Eingliedern einer Dauerprothese als Resektionsprothese"
"3177","30a Eingliedern einer Prothese oder Epithese zum Verschluss extraoraler Weichteildefekte oder zum Ersatz fehlender Gesichtsteile, kleineren Umfanges"
"3178","30b Eingliedern einer Prothese oder Epithese zum Verschluss extraoraler Weichteildefekte oder zum Ersatz fehlender Gesichtsteile, größeren Umfanges"
"3622","00 Bericht Zahnschaden"
