"nid","title"
"648","Zahnärztliche Früherkennungsuntersuchung bei Kleinkindern und Säuglingen"
"649","Zungenreinigung, Reinigung der Wangenschleimhaut"
"651","PZR an bedingt lösbaren Sekundär-/Tertiärstrukturen nach Demontage, je Implantat"
"652","FMD: „full-mouth-disinfection“"
"653","Keimreduktion der Zahnfleischtasche und Wurzelkonditionierung mittels Laser, je Zahn,"
"654"," Parodontale, antibakterielle, fotodynamische Therapie, je Parodontium (z.B. „PACT-Verfahren“)"
"655","Laserbehandlung von Herpes oder Aphthe, je Sitzung"
"658","SDA-Umformungsodontoplastik, je Zahn"
"659","Lappenoperation an einem Implantat zur Periimplantitistherapie, Frontzahnbereich"
"660","Lappenoperation an einem Implantat zur Periimplantitistherapie, Seitenzahnbereich"
"662","Papillenbildungsplastik an einem Implantat"
"663","Einrollen zur submukösen Bindegewebsverlagerung mit Split-Flap-Bildung, je Interdentalraum"
"664","Apikale Verschiebeplastik, je Parodontium"
"700","Internes Bleichen, je Zahn und Sitzung"
"701","Aufbringen eines flüssigen Kofferdams / aushärtenden Gingivaprotektors"
"702","Amalgamausleitung Beratung"
"703","Kavitätendekontamination mittels Laser"
"704","Infiltrationsbehandlung mittels Icon"
"705","Präendodontische SDA- Aufbaurekonstruktion"
"706","Parapulpäre Stiftverankerung einer definitiven Restauration, je Restauration"
"707","Intrakanaläre Stiftverankerung einer definitiven SDA-Restauration, je Restauration"
"708","Extrakanalär adhäsiv befestigter Stift"
"709","Wiederbefestigen eines Stiftaufbaus"
"710","Teilleistungen in Verbindung mit einem Stiftaufbau"
"711","Entfernen eines parapulpären Stiftes"
"714","Goldhämmerfüllung"
"716","Reposition eines dislozierten Zahnfragments mittels Adhäsivtechnik"
"717","SDA-Teilodontoplastik, je Zahn"
"719","SDA-Diastemaschluss, je beteiligter Zahn"
"720","SDA-Interdentalraumreduzierung zur Papilleninduktion/-plastik, je Zahn"
"721","Facing (Versiegelung mittels Adhäsivtechnik) bei Schmelzerosionen"
"722","Direktes Veneer (Laminierung), je Zahn"
"723","Perforationsverschluss im Wurzelkanal (MTA)"
"724","Partielle Pulpektomie, Notfallbehandlung (pulpitis akuta), je Zahn"
"726","Entfernen einer alten Wurzelfüllung/Wurzelkanalobturation"
"727","Devitalisieren der Pulpa"
"728","Sterilisation eines Wurzelkanals mittels Ozon, je weiterer Kanal"
"729","Hochfrequenz- Wurzelkanalsterilisation"
"730","Provisorische Stiftkrone als Einzelzahnversorgung"
"731","Wiederbefestigung einer alio loco angefertigten provisorischen Krone"
"732","Entfernen eines Zahnfragments"
"733","Umarbeiten einer Ankerkrone zum Brückenglied nach Entfernung des Zahnes unter Erhalt der Brücke ohne Abnahme im direkten Verfahren"
"734","Entfernung eines tief frakturierten Implantats durch umfangreiche Osteotomie bei gefährdeten Nachbarstrukturen"
"735","Neurolyse"
"736","Neurolyse mit Nervverlagerung und Neueinbettung"
"737","Prämolarisierung ohne Extraktion eines mehrwurzeligen Zahnes"
"738","Schröder’sche Lüftung"
"739","Wundflächenentkeimung, Hämostase, Stoffwechselenhan-Cement mittels Laser"
"740","Zystostomie"
"742","Umarbeiten einer definitiven Krone/Brücke zum Provisorium"
"743","Semipermanente Brückenspanne in Adhäsivtechnik, je Spanne"
"744","Demontage/Remontage bedingt lösbarer Sekundär-/Tertiärstrukturen, je Implantat"
"746","Obturator für Defekte im UK"
"747","Mock-Up, intraorale Übertragung zahnärztlicher Leistungen (nach Herstellung im Labor)"
"748","Eingliederung eines Mock-up zur Überprüfung der Schneidekantenlänge und Sprachfunktion, kleiner Umfang"
"749","Tiefziehschiene als Provisorische Versorgung"
"750","Reparatur einer Aufbissschiene mit eingesetzten Zähnen"
"751","Verankerungs-Veneer einer Adhäsiv-Brücke, je Brückenpfeiler"
"752","Ausgliederung eines Adhäsivretainers"
"753","Eingliederung eines Einstück-Adhäsivretainers, je Kiefer"
"754","Adhäsiv-Disklusionsaufbiss anbringen (KFO), je selbständiger Aufbiss"
"755","Anlegen einer Bracket-Positionierungsschablone, je Kiefer"
"756","Diagnostisches KFO-Set-up für Lingualtechnik, Aligner, Positioner, je Zahn"
"758","Dyskinesiediagnostik/-analyse/-therapieplanung, je Erkrankungsfall"
"759","Eingliederung eines KFO-Elements auf einem orthodontischen Hilfsimplantat"
"760","Chirurgische Einordnung eines Zahnes"
"761","Entfernen einer Glattflächenversiegelung"
"762","Fernröntgen-Seitenaufnahme, je Projektion"
"763","Herbstscharnier, Direktbefestigung, je Scharnier"
"764","Imaging/Preview – Vorschau/Präkonstruktion des Behandlungsergebnisses"
"765","Lückenhalter auf KFO-Implantat"
"767","Virtuelle Modellanalyse (3D, metrisch, grafisch etc.), je selbständige Auswertung"
"768","Separieren von Zähnen vor Bebänderung"
"769","Ausgliederung Teilbogen"
"770","Ausgliederung einer intra-/extraoralen Verankerung, je befestigtes Teil"
"771","Ausgliederung eines Vollbogens"
"773","Aqualizer (weicher Aufbiss)"
"775","Semipermanenter Funktionsflächenaufbau, indirekt, je Zahn"
"777","Therapeutischer Aufbau von Funktionsflächen im indirekten Verfahren (Repositionsonlays, Veneers)"
"778","Definitive Tabletops / Prepless-Onlays bei Attritions- / Erosionsgebiss"
"779","Dyskinesietherapie/-übungssitzung"
"780","Wiederbefestigen einer alio loco angefertigten provisorischen Brücke"
"781","Teilleistungen bei der Versorgung eines Kiefers mit einem festsitzenden, laborgefertigten Provisorium, je Zahn oder Implantat"
"782","Manuelle Strukturanalyse des stomatognathen Systems (MSA), je Sitzung"
"783","Protrusionsschiene Schlafapnoe- bzw. Schnarcherschiene"
"784","Sportschutzschiene"
"785","Test zur Aufdeckung orthopädischer Co-Faktoren"
"786","Mundstück für Taucher"
"787","Test zur Aufdeckung psychosomatischer Co-Faktoren"
"788","Ingangbringen/Nachstellen eines Distraktors nach Einheilen, je Sitzung."
"789","Umpräparieren der Kauflächen zur Einstellung in den Regelbiss (Zentrik)"
"790","Gewebeexpander einbringen, je Kieferhälfte"
"791","Einbringen einer Kollagenmatrix zur Weichgewebsregeneration, je Zahnbreite"
"792","Elektromechanische Feststellung der Primärstabilität von Implantaten"
"793","Rekonstruktion der Schneider’schen Membran („Patch“-Verfahren), je Kieferhälfte"
"994","Zahnärztliche Leistung im Zusammenhang mit der Herstellung und Eingliederung des Medikamententrägers"
"2642","Verwendung eines Kariesdetektors"
"2643","Auffüllen der Alveole mit Knochenersatzmaterial / Kollagen"
"2711","Entfernung nekrotischen Pulpengewebes"
"2712","Mehrfach geschichtete adhäsive Kronenstumpfrekonstruktion"
"2713","Verschluss atypisch weites apikales Foramen unter Verwendung von MTA"
"2714","Verschluss einer Perforation des Wurzelkanalsystems unter Verwendung von MTA"
"2715","Entfernung metallische Fremdkörper/Fragmente aus dem Wurzelkanal, je Kanal"
"2717","Permanente Funktionsschiene zur Behebung von craniomandibulären Dysfunktionen"
"2791","Pulsoxymetrie"
"2792","Clincheck im Zusammenhang mit Aligner-Therapie"
"2793","Sprachtherapie"
"2794","Lachgas-Analgesie"
"2796","Versiegelung von Erosionen, Abrasionen o.ä. nach Konditionierung"
"2798","Wärmetherapie"
"2799","Kältetherapie"
"2800","Subgingivale nicht-chirurgische Konkremententfernung"
"2801"," Keramikstiftaufbau, gefräst und individuell hergestellt"
"2802","Postendodontischer Stiftaufbau"
"2803","Temporäres Wiederbefestigen einer definitiven Krone/ Teilkrone/ Inlay/ Primärteleskop"
"2805","Wiederbefestigen einer Wurzelstiftkappe"
"2806","Unterfütterung von Brückengliedern"
"2807","Mortalamputation am bleibenden Zahn"
"2808","Koronektomie "
"2809","Knochendeckelmethode im Rahmen einer WSR"
"2810","Wurzelamputation unter Erhalt der vollständigen Zahnkrone"
"2811","Entfernung einer Exostose"
"2812","Reinigung der intraoralen Schleimhaut"
"2813","Behandlung einer Virusinfektion (z. B. Herpes labialis) oder dergleichen mit Ozon"
"2814","Entfernung von Zementresten durch einen anderen Zahnarzt"
"2815","Stripping zur Approximalraumreduktion"
"2816","Alveolenmanagement an reimplantierten Zahnsegmenten"
"2818","Teilleistungen Einlagefüllung, Adhäsivbrücke "
"2819","Wiedereingliederung eines Steges"
"2820","Teilprothese mit metallfreien Halteelementen"
"2821","Teilleistungen Aufbissbehelf"
"2822"," Bissanalyseschiene"
"2823","Strahlenschutzschiene"
"2824","Bewegungsanalyse bezüglich Kiefergelenksdysfunktion"
"2825","CMD-Screening"
"2826","Kondylenpositionsanalyse"
"2827","Anwendung von Elektromyografie"
"2828"," Wiedereingliedern oder Festziehen eines gelösten Gingivaformers"
"2829","Instrumentelle Entfernung eines intraimplantär frakturierten Aufbauelementes"
"3205","Digitale Volumentomographie"
"3208","Thrombozytenaggregation / PRP-Gewinnung"
"3209","Videodarstellung intra-/extraoral zur Diagnose/Therapie, intraorale Kamera"
"3210","Erstellung von Planungsfotos "
"3211","Kontrolle der Farbentwicklung"
"3212","Heißpackungen "
"3213","Kälteanwendung"
"3216","Office-Bleaching"
"3217","Indiv. Farbbestimmung"
"3218","Schiene für Bleichmittel"
"3221","CHX-Lackierung gefährdeter Zahnhälse (Kariostasebehandlung), je Sitzung,"
"3222","Sterilisation aller Fissuren mittels Ozon, einschl. Applikationsschiene"
"3223","Visualisierung von Problemstellen mittels Fotodokumentation"
"3225","Zahnputztraining (Einfärben, Besprechen, Putzen, Endreinigung)"
"3226","Anfärben von Dentin, bakteriell infiltriert/kariös"
"3230","Kariessterilisation bzw. –therapie mittels Ozon, je Läsion"
"3231","Adhäsive Dentininfiltration nach Präparation"
"3232","Provisorische SDA-Interdentalraumreduzierung zur optischen Vorstellung"
"3233","Dentinadhäsive Wurzelkanalobturation"
"3234","Glasfaserverstärkte direkte Rekonstruktion, je Zahn bzw. direktes Brückenglied"
"3235","Totalrekonstruktion eines Kronenstumpfes mit Ferrule-Präparation der Wurzel"
"3236","Dentinahäsive Versiegelung des Kavitätenbodens / dentinadhäsive Wurzelkanaleingangsobturation, je Kanal"
"3237","Postendodontischer intrakanalär verankerter Aufbau,"
"3238","SDA-Rekonstruktion und Transformation eines Zahnes"
"3240","Auskleidung des Wurzelkanals mit EDTA Gel zur optimalen Aufbereitung und Randdichtigkeit"
"3241","Intrakanaläre/enossale antibakterielle photodynamische Therapie"
"3242","Auffinden oder Ausschluss von Rissen, Sprüngen, Frakturen der Zahnhartsubstanzen, Perforationen, Stufen, zusätzlichen Kanalstrukturen, Obstruktionen oder anatomischer Besonderheiten mittels Mikroskop"
"3243","Anwendung eines Dental-OP-Mikroskop im Rahmen der Endodontie"
"3244","Dentinadhäsive Stumpfrekonstruktion – DASR"
"3245","Mikroskopgestützte intrakoronale und intrakanaläre Diagnostik"
"3246","Präparation endodontische Zugangsaktivität inkl. Transformation der Kanalöffnung"
"3247","Roll-Lappenplastik"
"3248","Chirurgische Schleimhautdickenmessung"
"3249","Knochendeckeltechnik im Rahmen von WSR"
"3250","Entfernung eines Extensionsimplantates"
"3251","PRGF-Technik"
"3252","Lokale Applikation von antibakteriell wirkenden Medikamenten an Implantaten"
"3253","Lasergestützte Keimreduktion (Dekontamination) nach Konkremententfernung, je Sulcus"
"3254","Lappen-OP an einem Implantat zur Periimplantitistherapie"
"3255","Keimreduktion (Dekontamination) nach Konkremententfernung je Sitzung"
"3256","Deeipithalisierung mittels Laser zur Hemmung des epithalen Wachstums, je Parodontium"
"3257","Mucograft-Verschluss o. Ä., je Zahnbreite"
"3258","Verschluss eines Schraubenkanals (Suprakonstruktion), einer bereits vorh. Krone"
"3259","Verschraubte, bedingt abnehmbare Suprakonstruktion auf Tertiärstruktur (All-on-four definitive)"
"3260","Versorgung eines Kiefers mit einer temporären, modifizierten, bedingt abnehmbaren Suprakonstruktion (All on 4 prov.)"
"3261","Endo-Krone, indirekt, CAD-/CAM-/laborgefertigt (Einstück-Stiftkrone)"
"3262","Teilleistungen in Verbindung mit einer Einlagefüllung"
"3263","Wiederbefestigung eines andernorts hergestellten und eingegliederten Langzeitprovisoriums, je Krone / Brückenanker"
"3265","Provisorische Stiftkrone im Zusammenhang mit einer provisorischen Brücke"
"3266","Einschrauben bzw. Wiederbefestigen einer festsitzenden Hybridkonstruktion, je Einheit"
"3267","Provisorisches Wiederbefestigen einer endgültigen Krone im Notdienst"
"3268","Primärteil-Erneuerung einer Teleskop-/Konuskrone"
"3269","Provisorisches Wiederbefestigen einer endgültigen Brücke in Notdienst"
"3270","Adhäsive Befestigung von künstlichen oder natürlichen Zähnen (nach Extraktion und abtrennen der Wurzel) als Provisorium"
"3271","Adhäsive Befestigung eines Zahnfragmentes zum Provisorium"
"3272","Semipermanente Brückenspanne in Adhäsivtechnik, je Spanne"
"3273","Modellguss-Prothese ausschließlich auf Implantaten"
"3274","Individualisierte Coverdenture-Prothese bei nicht versorgten Restzähnen"
"3275","Deckprothese auf natürlicher Restbezahnung"
"3276","Anpassen einer Prothese an eine provisorische Versorgung"
"3277","Prothesen-Plaque-Index, einschl. Eingliederung nach Prothesenreinigung und Politur"
"3278","Nicht abgeschlossene Leistungserbringung GOZ-Nr. 7090"
"3279","Nicht abgeschlossene Leistungserbringung GOZ-Nr. 7080"
"3283","Handröntgenaufnahme in der Kieferorthopädie"
"3284","Skelettalterbestimmung anhand HWS-Abbildung aus FRS"
"3285","Einordnen eines Zahnes mit chirurgischen Mitteln (Renken)"
"3286","Kleberetainer, je Klebestelle – erst nach 4 Jahren"
"3287","Extrusion frakturierter/zerstörter Zahn als selbständige Leistung"
"3288","Gelenkspieltechniken"
"3289","PC-gestützte Funktionsdiagnostik, je Registrierung, je klinische Situation"
"3290","Übungssitzung orofaziale Dyskinesie / craniomandibulären Dysfunktion"
"3291","Entfernung des Aufbaus von Funktionsflächen zu diagnostischen Zwecken"
"3292","Klinische Umsetzung von Frontführungsdaten je Zahn/Restauration"
"3293","Okklusale druckabhängige Kontaktanalyse (z.B. T-Scan), Dokumentation/Auswertung"
"3294","Entfernung einer an den Glattflächen der Zähne befestigten u. mit zusätzlichen Hilfsmitteln verstärkten semipermanenten Schienung"
"3295","Semipermanente Schienung unter Anwendung zusätzlicher Hilfsmittel (Draht, Ligaturen, Netze etc.) und Befestigung an den Glattfächen"
"3296","Semipermanente funktionstherapeutische Krone (indirekt)"
"3297","Semipermanente funktionstherapeutische Brückenspanne (indirekt)"
"3298","Reparatur einer semipermanenten funktionstherapeutischen Krone/Spanne"
"3299","Positionsanalyse dreidimensional"
"3300","Neuromuskuläre Funktionsanalyse, mehrkanalig / Biofeedback"
"3301","Neuromuskuläre Funktionsanalyse, mit individueller Justage und koordinierender elektrischer Stimulation"
"3303","Aufbau einer individuellen Front-, Eck- oder Seitenzahnführung am Patienten im direkten Verfahren"
"3304","PC-gestützte virtuelle Additionsdiagnostik/kombinierte Modelldiagnostik"
"3305","PC-gestützte virtuelle subtraktive Modelldiagnostik"
"3306","Implantation von nicht enossalen Implantaten"
"3307","Spezielle implantologische Untersuchung vor Vermessung/ Planung"
"3308","Foto zur Feststellung der Implantatposition / intraorales diagnostisches Foto"
"3309","Versiegelung von Implantatkomponenten /-innenräumen,"
"3310","Entfernen Frakturelement aus Implantat nach Schraubenbruch; Implantataufbau"
"3311","Glättung einer Implantatoberfläche zur Festigung der Gingiva"
"3313","Entfernen eines implantatgetragenen Steges, je Verschraubung für Reparatur/ Reinigung oder Periimplantitisbehandlung"
"3314","Wiederbefestigen implantatgetragene Stegkonstruktion, je Verankerung"
"3315","Keimreduktion vor Implantation"
"3316","Periotest zur Prüfung/Feststellung der Primärstabilität eines Zahnes/Implantats"
"3317","Resonanzanalyse nach Implantation"
"3318","Abnahme und Wiederbefestigung von Aufbauelementen je IM zum Zweck der Reinigung nach rekonstruktiver Phase"
"3319","Testverfahren mit Osstell, Implantatstabilitätstest, je Seitenzahnbereich"
"3320","Shield zur Sofortimplantation"
"3321","Formgebende Maßnahmen zur Verbesserung des Emergenzprofils"
"3322","Papillenaufbau, Aufbau von Zahnfleisch mit Hyaloron"
"3323","Akupunktur, Würgereiz"
"3356","Erhebung eines Gingivalindex und/ oder eines PA-Index mehrmals "
"3357","Parodontale Diagnostik einschließlich Staging und Grading "
"3358","Aushändigung des Status auf Wunsch des Patienten"
"3365","Kollagenmatrix zur Weichteilaugmentation"
"3366","Parodontologisches Aufklärungs- und Therapiegespräch "
"3367","Subgingivale Instrumentierung einwurzeliger Zahn"
"3368","Subgingivale Instrumentierung mehrwurzeliger Zahn"
"3369","Befundevaluation auch in der UPT"
"3370","Nichtchirurgische, subgingivale Instrumentierung am einwurzeligen Zahn"
"3371","Nichtchirurgische, subgingivale Instrumentierung mehrwurzeliger Zahn"
"3372","Kavitätenpräpartion mittels Erbium-YAG-Laser "
"3373","Anwendung eines Halimeters"
"3374","Anwendung von Elektromyographie bei der Behandlung von Kiefergelenkserkrankungen "
"3526","Schiene mit Prothesenzähnen als Provisorium"
"3529","Protrussionsregistrat zur Bestimmung der Startprotrussion"
"3531","Kontrolle der UK Protrusionsschiene"
"3532","Einschleifmaßnahmen an UK Protrusionsschiene"
"3533","Nachadaption UP nach Absprache mit dem Arzt"
"3534","Microneedling"
"3537","Kontrolle der Artikulation im Artikulator durch den Zahnarzt "
"3538","Registrieren von Unterkieferbewegungen mittels elektronischer Aufzeichnung im virtuellen Artikulator"
"3545","Reinigung einer Hautpartie"
"3546","Oberflächenanästhesie einer Hautpartie"
"3547","Reinigung/ Pflege durch Eincremen mit Hyaluronsäure haltigen, Creme"
"3548","Nachkontrolle nach Microneedling"
"3551","Herstellung einer Orientierungsschiene"
"3554","Test zur Aufdeckung orthopädischer Co-Faktoren "
"3555","Entnahme von Blut aus der Fingerkuppe zur Durchführung und anschließender Auswertung eines Vitamin D3 Tests "
"3556","Bindegewebstransplantation außerhalb der Pa-Behandlung"
"3563","Virtuelle Planung von Implantationen"
"3564","Virtuelle Planung einer KFO-Behandlung"
"3565","Virtuelle ästhetische Planung"
"3567","Analyse einer Zahnbewegungssimulation unter Anwendung einer spez. Planungssoftware"
"3568","Virtuelle Simulation einer  Implantation "
"3654","Abdrucknahme mit individuellem Löffel für Suprakonstruktionen"
