"nid","title"
"853","5. Bestimmungen zu Füllungsmaterialien im Front- und Seitenzahnbereich"
"854","6. Form- und funktionsgerechte Füllungsgestaltung"
"855","7. Einlagefüllung, Anästhesie oder besondere Maßnahmen"
"856","8. Vorrang der vitalen Pulpa"
"857","9. Zähne mit Erkrankungen oder traumatischen Schädigungen der Pulpa, Zähne mit nekrotischem Zahnmark"
"858","10. Entfernung eines Zahnes"
"859","11. Milchzähne"
"860","1. Chirurgische Behandlung in der vertragszahnärztlichen Versorgung"
"861","2. Vorgehensweise bei chirurgischen Eingriffen im Mund- und Kieferbereich"
"862","3. Notwendigkeit zur Zahnextraktion"
"863","4. Wurzelspitzenresektion"
"864","5. Hemisektion und Teilextraktion eines mehrwurzeligen Zahnes"
"865","6. Chirurgische Behandlung im Oberkiefer"
"866","1. Grundlagen, Ziel der Behandlung und Indikationen"
"867","2. Anamnese und Diagnostik im Hinblick auf den Parodontalzustand"
"868","3. Prognose"
"869","4. Mitwirkung des Patienten"
"870","5. Systematische Parodontitistherapie"
"871","6. Antibiotische Therapie"
"872","7. Maßnahmen zur Sicherung des Behandlungserfolges"
"873","8. Regelungen zum Qualitätsmanagement"
"875","1. Entfernen von harten verkalkten Belägen, Erkrankungen der Mundschleimhaut"
"876","2. Aufbissbehelfe"
"877","1. Ausnahmeindikationen für besonders schwere Fälle"
"878","2. Implantate und Suprakonstruktionen"
"879","3. Extraorale Defekte im Gesichtsbereich"
"880","4. Gutachten seitens der Krankenkasse"
"881","1. Verordnung von Arzneimitteln bei der vertragszahnärztlichen Versorgung"
"882","2. Verordnung von Arzneimitteln nach Prüfung des Gesundheitszustandes"
"883","3. Erfoderlichkeit von Arzneimitteln"
"884","4. Aufklärung der Versicherten durch die Krankenkasse"
"885","1. Wirtschaftlichkeit einer Arzneimittelverordnung"
"886","2. Objektive therapeutische Wirksamkeit"
"887","3. Beratung durch Kassenzahnärztliche Vereinigungen"
"888","4.Einholung von Gutachten seitens der Kassenzahnärztlichen Bundesvereinigung"
"889","5. Deklarierung nach § 10 Abs. 1 Nr. 8 AMG"
"890","6. Berücksichtigung der Wirtschafltichkeit bei der Wahl der Arzneimittel"
"891","7. Kostensparende Verschreibung"
"892","8. Apothekenpflichtige Arzeimittel"
"893","9. Zurückhaltung bei Verordnungswünschen der Versicherten"
"894","10. Verordnungsverbote"
"895","1. Kostengründe"
"896","2. Menge der Arzneimittel nach Art und Dauer der Erkrankung"
"897","1. Informationspflicht über Preise seitens des Zahnarztes"
"898","2. Verordnung von Fertigarzneimitteln"
"899","3. Inanspruchnahme der Apotheken von 20 - 7 Uhr"
"900","A. Allgemeiner Teil"
"901","B. Früherkennungsuntersuchungen bei Kleinkindern vom 6. bis zum vollendeten 33. Lebensmonat"
"902","C. Früherkennungsuntersuchungen bei Kindern ab dem 34. Lebensmonat bis zur Vollendung des sechsten Lebensjahrs"
"910","1. Art, Umfang und Nachweis der zahnärztlichen Maßnahmen zur Verhütung von Zahnerkrankungen"
"911","2. Zahnmedizinische Individualprophylaxe"
"912","3. Erfolg der Individualprophylaxe"
"913","4. Bereitschaft des Patienten zur Kooperation"
"914","5. Erstellung des Mundhygienestatus"
"915","6. Hohes Kariesrisiko"
"916","7. Maßgaben"
"917","8. Mundhygienestatus"
"918","9. Beseitigung der iatrogenen und natürlichen Reizfaktoren"
"919","10. Aufklärung über Ursachen von Karies, Gingivitis und Zahntraumata sowie deren Vermeidung"
"920","11. Lokale Fluoridierung"
"921","12. Zufriedenstellende Mundhygiene"
"922","13. Bonusheft"
"923","14. Befunde und Indexwerte"
"924","15. Versiegelung von kariesfreien Fissuren und Grübchen der bleibenden Molaren 6 und 7"
"925","16. Inkrafttreten"
"926","Gesetzliche Grundlage"
"927","Definitionen und Ziele"
"929","Methodik"
"930","Grundsätzliche Anforderungen"
"932","Instrumente"
"933","Dokumentation"
"934","Überprüfung durch die Kassenzahnärztlichen Vereinigungen"
"935","1. Ausreichende, zweckmäßige und wirtschaftliche vertragszahnärztliche Versorgung"
"936","2. Maßnahmen zu kosmetischen Zwecken"
"937","3. Art und Umfang der Maßnahmen"
"938","4. Tätigkeit eines Zahnarztes"
"939","5. Untersuchungs- oder Heilmethoden"
"940","6. Vertreter und Assistenten der Zahnärzte"
"941","1. Kieferorthopädische Behandlung"
"942","2. Behandlungsbedarf anhand der befundbezogenen kieferorthopädischen Indikationsgruppen (KIG)"
"943","3. Zusätzliche Untersuchungen, Beratungen sowie weitere diagnostische Leistungen"
"944","4. Kieferorthopädische Behandlungen ab dem 18. Lebensjahr"
"945","5. Grundlagen der kieferorthopädischen Behandlung"
"946","6. Anamnese, Diagnose, Prognose, Epikrise"
"947","7. Beginn der kieferorthopädischen Behandlung"
"948","8. Ausnahmefälle"
"949","9. Wirtschaftliche Arten der kieferorthopädischen Behandlung"
"950","10. Fehlbildungen mit Abweichungen in anderen Bereichen"
"951","11. Werkstoffe mit schädlichen Wirkungen"
"952","12. Dauer und Erfolg einer kieferorthopädischen Behandlung"
"953","13. Inkrafttreten"
"961","Allgemeines"
"962","(1) Bedarfsgerechte und gleichmäßige zahnärztliche Versorgung"
"963","(2) Bedarfsplanerstellung seitens der Kassenzahnärztlichen Vereinigungen"
"964","(1) Regionale Planungsbereiche"
"965","(2) Kleinste Planungseinheit"
"966","(3) Planungsbereich für die kieferorthopädische Versorgung"
"967","(4) Zumutbare Entfernung"
"968","(1) Erstellung umfassender und vergleichbarer Übersichten seitens der Kassenzahnärztlichen Vereinigungen "
"969","(2) Inhalt und Form der Übersichten"
"974","(1) Ermittlung des allgemeinen bedarfsgerechten Versorgungsgrades"
"975","(2) Faktoren bei Verhältniszahl"
"976","(3) Anrechnungsfaktoren"
"977","(4) Erhöhung des Anrechnungsfaktors"
"978","(5) Maximaler Faktor"
"979","(6) Geltungsbereich der Absätze 2 bis 5"
"980","(7) Verhältniszahlen für den allgemeinen bedarfsgerechten zahnärztlichen Versorgungsgrad"
"981","(8) Verhältniszahlen für den allgemeinen bedarfsgerechten kieferorthopädischen Versorgungsgrad"
"982","(9) Kriterien zur Beurteilung des Versorgungsgrades"
"983","(10) Erstellung von Bedarfsplänen zur Feststellung des Versorgungsgrades"
"984","(11) Veröffentlichung in amtlichen Mitteilungsblättern"
"985","(1) Definition Zahnärztliche Unterversorgung"
"986","(2) Prüfung der Struktur und des Versorgungsstandes bei drohender Unterversorgung"
"987","(3) Prüfungspflicht bei drohender Unterversorgung in angemessener Frist"
"988","(4) Maßnahmen bei drohender Unterversorgung"
"989","Zahnärztliche Überversorgung"
"990","Planungsblätter"
"991","Inkrafttreten"
"1011","1. Feststellung der Befunde"
"1012","2. Festzuschüsse zu den Befunden"
"1013","3. Funktionell ausreichende Gegenbezahnung"
"1014","4. Unzumutbare Belastung"
"1015","5. Gleich- oder andersartigen Zahnersatz"
"1016","6. Suprakonstruktionen"
"1017","7. Erstversorgung, Erneuerung und Wiederherstellung von Suprakonstruktionen"
"1018","8. Kosten für Zahnersatz einschließlich Zahnkronen"
"1019","9. Begleitleistungen"
"1020","B. Befunde und zugeordnete Regelversorgungen"
"2571","1. Maßnahmen zur Gewährleistung einer ausreichenden, zweckmäßigen und wirtschaftlichen Behandlung"
"2787","Präambel"
"2788","C. Delegation der Bekanntmachung gemäß § 56 Abs. 4 SGB V"
