"nid","title"
"1677","0712 Artikulator volladjustierbar ausleihen"
"1678","0721 Zeiteinheit; Zahntechniker-Meister"
"1679","5006 Zuschlag bei Lötung nach Keramikverblendung"
"1680","5051 Lötung auf Modell, Grundeinheit"
"1681","0722 Zeiteinheit; Zahntechniker"
"1682","5052 Lötung je zusätzliche Einheit"
"1683","0723 Zahnfarbenbestimmung I"
"1684","0724 Zahnfarbenbestimmung II"
"1685","0731 Individuelle Namenskennzeichnung I"
"1686","0732 Desinfektion"
"1687","5053 Lötung Drahtbruch"
"1688","5101 Lötfreie Verbindung, Primärteil"
"1689","5102 Lötfreie Verbindung, Sekundärteil"
"1690","5103 Lichtbogenschweißen je Verbindung"
"1691","5104 Plasmaschweißen je Verbindung"
"1692","5105 Laserschweißen"
"1693","5109 Punktschweißen je Verbindung"
"1694","5201 Vorvergoldung"
"1695","5202 Hauptvergoldung"
"1696","5203 Teilvergoldung"
"1697","5204 Vollvergoldung"
"1698","5205 Klammer vergolden"
"1699","5206 Vergoldung Krone oder Brückenglied"
"1700","0801 Prothetische Planung"
"1701","5211 Lötvergoldung"
"1702","5301 Deckgold aufbrennen"
"1703","5302 Bonder aufbrennen"
"1704","5305 Verzinnen"
"1705","5306 Keramik/gegossenes Glas konditionieren"
"1706","5307 Metallfläche konditionieren"
"1707","5308 Modellgussteil konditionieren"
"1708","5309 Kunststofffläche konditionieren"
"1709","5401 Keramik/gegossenes Glas ätzen"
"1710","0802 Prothetische Alternativplanung"
"1711","0803 Prächirurgische Planung"
"1712","6001 Aufstellen Grundeinheit"
"1713","6002 Aufstellen je Zahneinheit auf Wachs oder Kunststoffbasis"
"1714","6003 Aufstellen je Zahneinheit auf Metallbasis"
"1715","6004 Aufstellen je Zahneinheit bei Totalprothesen OK u. UK"
"1716","6009 Umstellen je Zahneinheit"
"1717","0812 Modellanalyse für KFO"
"1718","0813 Modellanalyse für Gnathologie"
"1719","6021 Übertragen einer Wachsaufstellung auf Metallbasis"
"1720","0814 Modellanalyse für Implantologie"
"1721","0815 Implantatachse und Ort festlegen"
"1722","0816 Implantatachse und -ort mit Planungsprogramm festlegen"
"1723","0817 Implantatabutment-Auswahl"
"1724","0821 Kostenplan für Prothetik"
"1725","0822 Kostenplan für KFO"
"1726","0831 Zahn diagnostisch beschleifen oder radieren"
"1727","0832 Diagnostisches Modellieren oder Aufwachsen"
"1728","0833 Set-Up, je Zahn"
"1729","0834 Diagnostisches Aufstellen von Konfektionszähnen"
"1730","1001 Basis aus thermoplastischem Material"
"1731","1002 Basis tiefgezogen"
"1732","1003 Basis aus Kunststoff"
"1733","1004 Funktionslöffel All Oral"
"1734","1005 Funktionslöffel aus Kunststoff"
"1735","1007 Funktions- oder individueller Löffel aus Kunststoff für Implantate, geschlossene Abformung"
"1736","1008 Funktions- oder individueller Löffel aus Kunststoff für Implantate, offene Abformung"
"1737","1019 Basis für neue Abdrucknahme vorbereiten"
"1738","1020 Basis für Röntgenschablone nach Wax-Up/Aufstellung"
"1739","1111 Bisswall aus Wachs, auf Basis"
"1741","1112 Bisswall aus thermoplastischem Material, auf Basis"
"1742","1113 Bisswall aus Kunststoff, auf Basis"
"1743","6121 Zuschlag für Aufstellung bei Anwesenheit des Patienten"
"1744","1114 Bisswall folienbeschichtet nach Schreinemakers, auf Basis"
"1745","6142 Systemaufstellung II"
"1746","1115 Registrierplatte und -stift auf Basen"
"1747","6143 Systemaufstellung III"
"1748","1116 FGB Registrierhilfe"
"1749","1121 Spezialbissplatte"
"1750","1122 Wachsplatte für Bissregistrierung in Artikulator vorbereitet"
"1751","6144 Systemaufstellung IV"
"1752","1131 Kunststoffaufbau zur Bissfixierung"
"1753","1201 Übertragungskappe aus Kunststoff"
"1754","1202 Übertragungskappe aus Metall"
"1755","1204 Tiefziehteil"
"1756","1205 Prä-Justage für Abformpfosten"
"1757","1221 Parallelbohrschablone pro Zahn"
"1758","6301 Grundeinheit Fertigstellung mit Kunststoffbasis"
"1759","6302 Fertigstellen mit Kunststoffbasis, je Zahneinheit"
"1760","6311 Grundeinheit Fertigstellung auf Metallbasis"
"1761","6312 Fertigstellen auf Metallbasis, je Zahneinheit"
"1762","6401 Transparente Gaumenplatte"
"1763","6402 Prothese aus transparentem Kunststoff"
"1764","6403 Prothese aus Schwerkunststoff"
"1765","6404 Basisteil aus Weichkunststoff"
"1766","6405 Basis aus Weichkunststoff"
"1767","1222 Remontageschiene"
"1768","6411 Spezialpressverfahren"
"1769","1223 Parallelbohrschablone für Implantat"
"1770","1224 Glasklare Positionierungsschiene"
"1771","6412 Sonderkunststoff verarbeiten"
"1772","1225 Implantat Kontrollschablone"
"1773","1231 Paraokklusaler Löffel"
"1774","1241 Ätzmaske für Brackets"
"1775","1242 Übertragungsmaske für Brackets"
"1776","1251 Vorwall"
"1777","1311 Röntgenkugel positionieren"
"1778","1312 Positionierungsstift"
"1779","1313 Positionierung von Bohrhülsen"
"1780","6414 Kunststoff an unterfütterbarem Abschlussrand"
"1781","1314 Korrektur von Bohrhülsen nach Diagnose"
"1782","1321 Prothetisches Hilfsteil in Basis einarbeiten"
"1783","1341 Walkhoffsche Tastkugel an Bissschablone"
"1784","6421 Prothese aus Kautschuk"
"1785","1351 Vorwall und Zähne nach Einprobe über Implantat anpassen"
"1786","1401 Provisorische Krone, Brückenglied, Stiftzahn, Onlay, Inlay aus Kunststoff"
"1787","1402 Provisorische Krone, Brückenglied, Stiftzahn, Onlay, Inlay aus Metall"
"1788","6431 Befestigung eines Zahnes mit zahnfarbenem Kunststoff, Pontic"
"1789","1403 Metallarmierung für provisorische Versorgung"
"1790","6432 Herstellen eines Zahnes aus zahnfarbenem Kunststoff"
"1791","6433 Kaufläche aus zahnfarbenem Kunststoff"
"1792","6441 Charakterisieren einer Basis"
"1793","6451 Zahnfleischklammer"
"1794","6452 Pelottenklammer"
"1795","6461 Lösungsknopf für Friktionsprothese"
"1796","6471 Aufwand bei Fertigstellung über Implantat"
"1797","6481 Reokkludieren einer Prothese"
"1798","1404 Formteil für provisorische Versorgung"
"1799","6482 Remontage Prothetik"
"1800","6483 Selektives Einschleifen Prothetik"
"1801","6501 Netz einarbeiten"
"1802","6502 Gussgitter einarbeiten"
"1803","6503 Konfektioniertes Metallgitter anpassen und einarbeiten"
"1804","6504 Draht einarbeiten"
"1805","6505 Bügel einarbeiten"
"1806","6506 Individuelle Beschwerungseinlage einarbeiten"
"1807","6507 Konfektionierte Beschwerungseinlage einarbeiten"
"1808","6509 Retention für Einzelzahn einarbeiten"
"1809","6512 Saugkammer einarbeiten"
"1810","6521 Metallfacette einarbeiten"
"1811","6522 Inlay in Prothesenzahn einarbeiten"
"1812","6532 Magnetpaar einarbeiten"
"1813","6936 Individuell charakterisieren, Konfektionszahn Keramik"
"1814","6937 Individuell charakterisieren, Konfektionszahn Kunststoff"
"1815","6938 Zuschlag für verschiedene Zahnfarben"
"1816","7001 Basis für Einzelkiefergerät"
"1817","7002 Basis für FKO-Gerät"
"1818","7003 Grundbogen Oberkiefer oder Unterkiefer "
"1819","7005 Positioner"
"1820","7007 Vorhofplatte"
"1821","1405 Provisorischen Implantataufbau bearbeiten"
"1822","1406 Aufwand für provisorische Krone über Implantat"
"1823","7011 Kinnkappe mit Retentionshaken"
"1824","1411 Aufstellen eines fehlenden Zahnes zum Herstellen eines Formteiles"
"1825","1421 Metallprovisorium verblenden, einfarbig"
"1826","1422 Metallprovisorium verblenden, mehrfarbig"
"1827","7021 Basis für Schiefe Ebene aus Kunststoff"
"1828","1601 Testplättchen aus Metall"
"1829","1602 Testplättchen aus Kunststoff"
"1830","1603 Testplättchen aus Keramik"
"1831","7031 Basis für Schiefe Ebene aus Metall"
"1832","1604 Testplättchen aus Polymer-Glas"
"1833","1611 Testplättchen aus Metall/Kunststoff"
"1834","7101 Tropfenklammer"
"1835","1606 Testplättchen aus Metallkeramik"
"1836","7102 Ösenklammer"
"1837","7104 Dreiecksklammer"
"1838","7105 Pfeilanker"
"1839","7106 Adams-Klammer"
"1840","2002 Stiftaufbau direkt"
"1841","2003 Stiftaufbau indirekt"
"1842","2011 Wurzelkappe direkt ohne Aufbau"
"1843","2012 Wurzelkappe indirekt ohne Aufbau"
"1844","7107 Pfeilklammer"
"1845","2021 Galvano-Wurzelkappe"
"1846","2031 Individuellen Implantataufbau für Kronen oder Brückenpfeiler herstellen"
"1847","2032 Verlängerungshülse für Implantat"
"1848","7108 Voß-Klammer"
"1849","2051 Hartkernstiftaufbau"
"1850","2052 Glasstiftaufbau gegossen"
"1851","7109 Verankerungsklammer"
"1852","7110 Haltesporn"
"1853","7121 Dorn"
"1854","7122 Auflage"
"1855","7201 Frontaler oder lateraler Aufbiss, hart"
"1856","7202 Frontaler oder lateraler Aufbiss, weich"
"1857","2101 Krone gegossen"
"1858","2102 Krone gegossen, nach Stufenpräparation"
"1859","2103 Halbkrone gegossen"
"1860","2104 Dreiviertelkrone gegossen"
"1861","2105 Anker gegossen, für Klebebrücke"
"1862","7211 Schiefe Ebene aus Kunststoff, je Zahneinheit"
"1863","2107 Wurzelkappe gegossen, mit Aufbau für Krone"
"1864","2109 Implantat-Divergenz-Ausgleichskrone gegossen"
"1865","2111 Krone gegossen, für Kunststoffverblendung"
"1866","2112 Facette gegossen"
"1867","2117 Wurzelkappe gegossen, mit Rückenplatte/Kaufläche für Kunststoffverblendung"
"1868","2121 Krone gegossen, für Keramik- oder Polymer-Glas-Teilverblendung"
"1869","7221 Schiefe Ebene aus Metall, je Zahneinheit"
"1870","2122 Krone gegossen, für Keramik- oder Polymer-Glas-Vollverblendung"
"1871","2123 Stufenkrone gegossen, für Keramik- oder Polymer-Glas-Teilverblendung"
"1872","7231 Vorbiss oder Rückbiss"
"1873","2124 Stufenkrone gegossen, für Keramik- oder Polymer-Glas-Vollverblendung"
"1874","7241 Pelotte"
"1875","2126 Dreiviertelkrone gegossen, für Keramik- oder Polymer-Glas-Verblendung"
"1876","2127 Wurzelkappe gegossen, mit Rückenplatte/Kaufläche für Keramik oder Polymer-Glas-Verblendung"
"1877","2131 Galvanokrone für Verblendung"
"1878","7242 Kunststoffschild"
"1879","2132 Galvano-Kaufläche oder -Rückenplatte"
"1880","2141 Foliengerüst für Krone zur Keramikverblendung"
"1881","7243 Zungengitter"
"1882","7301 Labialbogen"
"1883","7302 Labialbogen, modifiziert"
"1884","2151 Krone gefräst"
"1885","2152 Krone gefräst, nach Stufenpräparation"
"1886","7303 Labialbogen, intermaxillär"
"1887","7304 Hochlabialbogen"
"1888","7311 Feder, offen"
"1889","2153 Halbkrone gefräst"
"1890","2154 Dreiviertelkrone gefräst"
"1891","7312 Feder, geschlossen"
"1892","2155 Anker gefräst, für Klebebrücke"
"1893","2161 Krone gefräst, für Keramik- oder Polymer-Glas-Teilverblendung"
"1894","7313 Feder, gekreuzt"
"1895","7314 Feder, kompliziert"
"1896","2162 Krone gefräst, für Keramik- oder Polymer-Glas-Vollverblendung"
"1897","2163 Stufenkrone gefräst, für Keramik- oder Polymer-Glas-Teilverblendung"
"1898","2164 Stufenkrone gefräst, für Keramik- oder Polymer-Glas-Vollverblendung"
"1899","7321 Protrusionsbogen"
"1900","7322 Coffin-Feder"
"1901","2211 Mantelkrone Frontzahn, aus Kunststoff"
"1902","2212 Mantelkrone Seitenzahn, aus Kunststoff"
"1903","2213 Stiftkrone aus Kunststoff"
"1904","2219 Verbindungsstelle aus Kunststoff"
"1905","2231 Mantelkrone Frontzahn, aus Keramik"
"1906","2232 Mantelkrone Seitenzahn, aus Keramik"
"1907","7323 Lingualbogen "
"1908","2241 Glaskrone gegossen"
"1909","2242 Glaskrone gegossen, zur Keramikverblendung"
"1910","2251 Krone aus Presskeramik"
"1911","2252 Krone aus Presskeramik, zur Keramikverblendung"
"1912","7324 Palatinalbogen"
"1913","2261 Krone aus Hartkernkeramik, zur Keramikverblendung"
"1914","2269 Verbindungsstelle aus Hartkernkeramik"
"1915","2271 Mantelkrone Frontzahn, aus Polymer-Glas"
"1916","7325 Lingualer Frontalbogen"
"1917","2272 Mantelkrone Seitenzahn, aus Polymer-Glas"
"1918","7331 Aktiver Sporn"
"1919","2273 Stiftkrone aus Polymer-Glas"
"1920","2279 Verbindungsstelle aus Polymer-Glas"
"1921","7332 Rücklaufsporn"
"1922","7333 Führungssporn"
"1923","2281 Krone aus Keramik gefräst"
"1924","2282 Krone aus Keramik gefräst, zur Keramikverblendung"
"1925","7334 Interokklusal-Stop"
"1926","2289 Verbindungsstelle aus Keramik gefräst"
"1927","2311 Brückenglied gegossen, massiv"
"1928","2312 Brückenglied gegossen, für Kunststoffverblendung"
"1929","7341 U-Bügel"
"1930","2313 Brückenglied gegossen, für Keramik- oder Polymer-Glas-Teilverblendung"
"1931","2314 Brückenglied gegossen, für Keramik- oder Polymer-Glas-Vollverblendung"
"1932","7342 Federbügel"
"1933","2341 Foliengerüst für Brückenglied"
"1934","2351 Brückenglied gefräst, massiv"
"1935","2352 Brückenglied gefräst, für Kunststoffverblendung"
"1936","2353 Brückenglied gefräst, für Keramik- oder Polymer-Glas-Teilverblendung"
"1937","2354 Brückenglied gefräst, für Keramik- oder Polymer-Glas-Vollverblendung"
"1938","2361 Brückenglied aus Keramik, massiv"
"1939","2362 Hartkerngerüst für Brückenglied"
"1940","2401 Gussinlay, indirekt einflächig"
"1941","2402 Gussinlay, indirekt zweiflächig"
"1942","2403 Gussinlay, indirekt dreiflächig"
"1943","2404 Gussinlay, indirekt mehrflächig"
"1944","2405 Kreuzgussinlay"
"1945","2407 Guss-Onlay"
"1946","2408 Goldgussinlay als Unterfüllung"
"1947","2411 Inlaygerüst zur Verblendung, einflächig"
"1948","2412 Inlaygerüst zur Verblendung, zweiflächig"
"1949","2413 Inlaygerüst zur Verblendung, dreiflächig"
"1950","2414 Inlaygerüst zur Verblendung, mehrflächig"
"1951","2421 Inlay galvanisch aufgebaut, einflächig"
"1952","2422 Inlay galvanisch aufgebaut, zweiflächig"
"1953","2423 Inlay galvanisch aufgebaut, dreiflächig"
"1954","2424 Inlay galvanisch aufgebaut, mehrflächig"
"1955","2511 Inlay aus Kunststoff, einflächig"
"1956","2512 Inlay aus Kunststoff, zweiflächig"
"1957","2513 Inlay aus Kunststoff, dreiflächig"
"1958","2514 Inlay aus Kunststoff, mehrflächig"
"1959","2515 Onlay aus Kunststoff"
"1960","2521 Inlay aus Keramik, einflächig"
"1961","2522 Inlay aus Keramik, zweiflächig"
"1962","2523 Inlay aus Keramik, dreiflächig"
"1963","2524 Inlay aus Keramik, mehrflächig"
"1964","2525 Onlay aus Keramik"
"1965","2531 Inlay aus gegossenem Glas, einflächig"
"1966","2532 Inlay aus gegossenem Glas, zweiflächig"
"1967","2533 Inlay aus gegossenem Glas, dreiflächig"
"1968","2534 Inlay aus gegossenem Glas, mehrflächig"
"1969","2535 Onlay aus gegossenem Glas"
"1970","2541 Inlay aus Presskeramik, einflächig"
"1971","2542 Inlay aus Presskeramik, zweiflächig"
"1972","2543 Inlay aus Presskeramik, dreiflächig"
"1973","2544 Inlay aus Presskeramik, mehrflächig"
"1974","2545 Onlay aus Presskeramik"
"1975","2551 Inlay aus Keramik, gefräst, einflächig"
"1977","2552 Inlay aus Keramik, gefräst, zweiflächig"
"1978","2553 Inlay aus Keramik, gefräst, dreiflächig"
"1979","2554 Inlay aus Keramik, gefräst, mehrflächig; Onlay"
"1980","2555 Onlay aus Keramik, gefräst"
"1981","2601 Teilverblendung aus Kunststoff"
"1982","2602 Vollverblendung aus Kunststoff"
"1983","2603 Verblendschale aus Kunststoff"
"1984","2611 Teilverblendung aus Keramik"
"1985","2612 Mehrflächige Verblendung aus Keramik"
"1986","2613 Verblendschale aus Keramik"
"1987","2631 Verblendschale aus gegossenem Glas"
"1988","2643 Verblendschale aus Presskeramik"
"1989","2653 Verblendschale aus Keramik, gefräst"
"1990","2671 Papille aus Kunststoff"
"1991","2676 Papille aus Keramik/Glas"
"1992","2682 Papille aus Polymer-Glas"
"1993","2672 Zahnfleisch aus Kunststoff"
"1994","2677 Zahnfleisch aus Keramik/Glas"
"1995","2683 Zahnfleisch aus Polymer-Glas"
"1996","2673 Wurzelpontic aus Kunststoff"
"1997","2678 Wurzelpontic aus Keramik/Glas"
"1998","2684 Wurzelpontic aus Polymer-Glas"
"1999","2675 Schulter aus Keramik/Glas"
"2000","2681 Schulter aus Polymer-Glas"
"2001","2679 Sattelpontic aus Keramik/Glas"
"2002","2685 Sattelpontic aus Polymer-Glas"
"2003","2691 Konfektionszahn aus Keramik, einarbeiten"
"2004","2695 Kosmetische Modellation für Einprobe"
"2005","2801 Kaufläche nach gnathologischen Kriterien gestaltet, in Metall/gegossenem Glas"
"2006","2802 Kaufläche nach gnathologischen Kriterien gestaltet, in Keramik"
"2007","2803 Frontzahn nach gnathologischen Kriterien gestaltet, in Metall/gegossenem Glas"
"2008","2804 Frontzahn nach gnathologischen Kriterien gestaltet, in Keramik"
"2009","2811 Selektives Einschleifen nach Remontage/Krone, Brückenglied, Inlay"
"2010","2812 Selektives Einschleifen FGB"
"2011","2901 Stiftaufbau in vorhandene Krone"
"2012","2902 Herausnehmbarer Stift in Stiftaufbau"
"2013","2903 Retention an Wurzelstift"
"2014","2904 Angelieferte Modellation gießen"
"2015","2905 Guss nach angelieferter Modellation bearbeiten"
"2016","2906 Stift in Inlay zum Pinledge"
"2017","2907 Brückenteilungsgeschiebe, individuell"
"2018","2908 Brückenteilungsgeschiebe, konfektioniert"
"2019","2911 Krone, Brückenglied für Klammer vorbereiten"
"2020","2912 Krone, Brückenglied, Inlay passend für vorhandene Prothese arbeiten"
"2021","2913 Umgehungsbügel bei Diastema"
"2022","2914 Sphärischer Kontakt"
"2023","2915 Okklusaler Stop"
"2024","2916 Lösungsknopf für abnehmbare Brücke"
"2025","2917 Lösungsknopf für Krone oder Inlay"
"2026","2918 Auflage an Brückenglied"
"2027","2921 Kaufläche nacharbeiten"
"2029","2922 Krone/Inlay/Brückenglied aufpassen"
"2030","2931 Zusatzaufwand bei vorhandenem Primärteil"
"2031","2932 Zusatzaufwand bei vorhandenem Sekundärteil"
"2032","2941 Individuell charakterisieren, Kunststoff"
"2033","2945 Individuell charakterisieren, Polymer-Glas"
"2034","2951 Individuell charakterisieren, Keramik"
"2035","2952 Zuschlag bei Verarbeitung von Spezialkeramik"
"2036","2954 Verbindungsstelle Keramik/Glas"
"2037","2955 Glasieren, je Einheit"
"2038","2959 Mehraufwand durch Rohbrandeinprobe"
"2039","2961 Kronenverband, Brücken, 6 Einheiten und mehr"
"2040","2963 Mehrere Farben in Kronen- oder Brückenverband"
"2041","2965 Zuschlag für Arbeiten unter Stereomikroskop"
"2042","2971 Aufwand bei Suprastruktur auf Implantat"
"2043","2972 Aufwand zu Suprastruktur bei verschraubbarem Implantat"
"2044","2973 Bearbeiten eines Implantatkopfes"
"2045","2974 Drehsicherungsstopp bei Implantat"
"2046","2981 NEM Zuschlag"
"2047","2982 Sonderlegierung verarbeiten"
"2048","2983 Titan verarbeiten bei fest sitzendem Zahnersatz"
"2049","7343 Doppelplatten-Führungssporn"
"2050","7351 Schraube einarbeiten"
"2051","7352 Schraube einarbeiten, kompliziert"
"2052","7353 Spezialschraube zur Einzelzahnbewegung"
"2053","7354 Spezialschraube zur Sektorenbewegung"
"2054","7355 Spezialschraube zur asymmetrischen Bewegung"
"2055","7356 Spezialschraube zur Metallverbindung"
"2056","7401 Ankerband"
"2057","7402 Band auf Modell aufpassen"
"2058","7403 Ankerkappe"
"2059","7406 Innenbogen"
"2060","7407 Teilinnenbogen"
"2061","7410 Außenbogen"
"2062","7411 Teilaußenbogen"
"2063","3001 Teleskopkrone primär"
"2064","7413 Lückenhalter"
"2065","3002 Doppelkrone primär"
"2066","3003 Teleskop- oder Doppelkrone primär, als Wurzelstiftkrone"
"2067","3004 Teleskop-Teilkrone primär"
"2068","7415 Spike"
"2069","3005 Teleskop-Teilkrone primär, für Kunststoff-Verblendung"
"2070","3006 Teleskop-Teilkrone primär, für Keramik-Verblendung"
"2071","3011 Konuskrone primär"
"2072","7416 Häkchen"
"2073","3012 Konuskrone primär, als Wurzelstiftkrone"
"2074","3021 Individuelles Geschiebe primär"
"2075","7417 Stop"
"2076","3022 Lager für RS-Geschiebe"
"2077","3023 Lager für Ankerbandklammer"
"2078","3024 Lager für Raste"
"2079","7421 Verarbeiten eines Schlosses"
"2080","3025 Umlaufraste für Schubverteilungsarm"
"2081","3031 Individueller Steg, Grundeinheit"
"2082","7422 Verarbeiten eines Röhrchens"
"2083","3032 Individueller Steg, Längeneinheit (= 1 Zahnbreite)"
"2084","3101 Umlaufende Fräsung, Metall"
"2085","7424 Druckfeder, Zugfeder"
"2086","3102 Rillen-Schulter-Fräsung"
"2087","3103 Teilfräsung"
"2088","7425 Facebow anpassen"
"2089","3104 Stegfräsung"
"2090","3105 Geschiebefräsung"
"2091","3106 Bohrung und Fräsung für Friktionsstift"
"2092","7431 Bracket oder Attachment positionieren"
"2093","3121 Umlaufende Fräsung, Keramik"
"2094","3122 Rillen-Schulter-Fräsung"
"2095","3123 Teilfräsung"
"2096","3124 Stegfräsung"
"2097","3125 Geschiebefräsung"
"2098","7501 Trennen einer Basis und Funktionsfähigmachen der Schraube"
"2099","3126 Bohrung und Fräsung für Friktionsstift, an Keramikprimärteil"
"2100","3201 Teleskopkrone sekundär"
"2101","3202 Teleskopkrone sekundär, für Kunststoff-Verblendung"
"2102","7502 Trennen einer Basis und erschwertes Funktionsfähigmachen der Schraube"
"2103","3203 Teleskopkrone sekundär, für Keramik-Verblendung"
"2104","3204 Konuskrone sekundär"
"2105","3205 Konuskrone sekundär, für Kunststoff-Verblendung"
"2106","7503 Trennen einer Basis ohne Schraube"
"2107","3206 Konuskrone sekundär, für Keramik Verblendung"
"2108","3207 Doppelkrone sekundär"
"2109","3208 Doppelkrone für Kunststoffverblendung, sekundär"
"2110","7504 Funktionsfähigmachen einer Schraube ohne Trennen der Basis"
"2111","3209 Doppelkrone für Keramikverblendung, sekundär"
"2112","3210 Teleskop-Teilkrone sekundär"
"2113","3211 Individuelles Geschiebe sekundär"
"2114","3212 Rillen-Schulter-Geschiebe sekundär  "
"2115","3213 Ankerbandklammer sekundär"
"2116","3214 Raste in Lager"
"2117","3215 Schubverteilungsarm"
"2118","3221 Individuelles Steggeschiebe"
"2119","7511 KFO-Platte, voreinschleifen"
"2120","3222 Individuelles Steggeschiebe mit Gingivalfassung"
"2121","3301 Individuelles Sekundärteil in/an Kunststoffbasis"
"2122","7512 FKO-Gerät, voreinschleifen"
"2123","3302 Individuelles Sekundärteil in/an Metallbasis"
"2124","3303 Individuelles Sekundärteil an/in Brückenkörper oder Sekundärteil"
"2125","3321 Steggeschiebe individuell, in Kunststoffbasis"
"2126","3322 Steggeschiebe individuell, an/in Metallbasis"
"2127","3323 Steggeschiebe individuell, an Sekundärteil"
"2128","7601 Schiene tiefgezogen"
"2129","3401 Drehriegel"
"2130","3402 Doppel-Drehriegel"
"2131","3403 Schwenkriegel"
"2132","3404 Doppel-Schwenkriegel"
"2133","7602 Schiene tiefgezogen, zweiphasig"
"2134","3405 Schub- oder Steckriegel"
"2135","3406 Doppelkronenriegel"
"2136","3501 Konfektionsgeschiebe primär"
"2137","3503 Konfektionsgeschiebe verriegelnd, primär"
"2138","7603 Knirscherschiene aus Kunststoff"
"2139","3521 Konfektionssteg Grundeinheit"
"2140","3522 Konfektionssteg Grundeinheit, mit Schleimhautkontakt"
"2141","3523 Konfektionssteg Längeneinheit (= 1 Zahnbreite)"
"2142","3524 Konfektionssteg mit Schleimhautkontakt Längeneinheit (= 1 Zahnbreite)"
"2143","3525 Steg-Abknickung"
"2144","7604 Knirscherschiene aus Weichkunststoff"
"2145","3541 Konfektionsriegel primär"
"2146","3601 Konfektionsgeschiebe sekundär, in Kunststoffbasis"
"2147","7605 Retentionsschiene"
"2148","3602 Konfektionsgeschiebe sekundär, an Metallbasis"
"2149","3603 Konfektionsgeschiebe verriegelnd, sekundär, an Metallbasis"
