"nid","title"
"38","104b Eingliedern einer Prothese oder Epithese zum Verschluss extraoraler Weichteildefekte oder zum Ersatz fehlender Gesichtsteileteildefekte oder zum Ersatz fehlender Gesichtsteile größeren Umfanges"
"39","5 Kieferorthopädische Behandlungsplanung"
"40","116 Fotografie"
"41","117 Modellanalyse"
"42","118 Kephalometrische Auswertung"
"43","119a Maßnahmen Umformung eines Kiefers einschließlich Retention, einfach durchführbarer Art"
"44","119b Maßnahmen Umformung eines Kiefers einschließlich Retention, mittelschwer durchführbarer  Art"
"46","119d Maßnahmen Umformung eines Kiefers einschließlich Retention, besonders schwierig durchführbarer Art"
"47","119c Maßnahmen Umformung eines Kiefers einschließlich Retention, schwierig durchführbarerer Art"
"48","03 Zuschlag für Leistungen außerhalb der Sprechstunde"
"49","120a Maßnahmen zur Einstellung des Unterkiefers in den Regelbiss in sagittaler oder lateraler Richtung einschließlich Retention, einfach durchführbarer Art"
"50","120b Maßnahmen zur Einstellung des Unterkiefers in den Regelbiss in sagittaler oder lateraler Richtung einschließlich Retention, mittelschwer durchführbarer Art"
"51","120c Maßnahmen zur Einstellung des Unterkiefers in den Regelbiss in sagittaler oder lateraler Richtung einschließlich Retention, schwierig durchführbarer Art"
"52","120d Maßnahmen zur Einstellung des Unterkiefers in den Regelbiss in sagittaler oder lateraler Richtung einschließlich Retention, besonders schwierig durchführbarer Art"
"53","04 Erhebung Parodontaler Screening-Index"
"54","05 Gewinnung Zellmaterial Mundhöhle"
"55","Ä161 Eröffnung eines oberflächlichen Abszesses"
"56","Ä925a Röntgen, bis zwei Aufnahmen"
"57","Ä925b Röntgen, bis fünf Aufnahmen"
"58","Ä925c Röntgen, bis acht Aufnahmen"
"59","Ä925d Röntgen, mehr als acht Aufnahmen"
"60","Ä928 Röntgenaufnahme der Hand"
"61","Ä934a Aufnahme des Schädels, eine Aufnahme"
"62","Ä934b Aufnahme des Schädels, zwei Aufnahmen"
"63","Ä934c Aufnahme des Schädels, mehr als zwei Aufnahmen"
"64","Ä935a Teilaufnahme des Schädels, eine Aufnahme"
"65","Ä935b Teilaufnahme des Schädels, zwei Aufnahmen"
"66","Ä935c Teilaufnahme des Schädels, mehr als 2 Aufnahmen"
"67","Ä935d Orthopantomogramm"
"68"," 8 Sensibilitätsprüfung der Zähne "
"69","10 Behandlung überempfindlicher Zähne, für jede Sitzung"
"70","11 Exkavieren und provisorischer Verschluss einer Kavität als alleinige Leistung, auch unvollendete Füllung"
"71","12 Besondere Maßnahmen beim Präparieren oder Füllen (Separieren, Beseitigen störenden Zahnfleisches, Anlegen von Spanngummi, Stillung einer übermäßigen Papillenblutung), je Sitzung, je Kieferhälfte oder Frontzahnbereich"
"72","13c Präparieren einer Kavität, Füllen mit plastischem Füllmaterial einschließlich Unterfüllung, Anlegen einer Matrize oder die Benutzung anderer Hilfsmittel zur Formung der Füllung und Polieren, dreiflächig"
"73","13d Präparieren einer Kavität, Füllen mit plastischem Füllmaterial einschließlich Unterfüllung, Anlegen einer Matrize oder die Benutzung anderer Hilfsmittel zur Formung der Füllung und Polieren, mehr als dreiflächig oder Eckenaufbau"
"74","13e Präparieren einer Kavität, Füllen mit plastischem Füllmaterial einschließlich Unterfüllung, Anlegen einer Matrize oder die Benutzung anderer Hilfsmittel zur Formung der Füllung und Polieren; einflächige Kompositfüllung im Seitenzahnbereich"
"75","13f Präparieren einer Kavität, Füllen mit plastischem Füllmaterial einschließlich Unterfüllung, Anlegen einer Matrize oder die Benutzung anderer Hilfsmittel zur Formung der Füllung und Polieren; zweiflächige Kompositfüllung im Seitenzahnbereich"
"76","13g Präparieren einer Kavität, Füllen mit plastischem Füllmaterial einschließlich Unterfüllung, Anlegen einer Matrize oder die Benutzung anderer Hilfsmittel zur Formung der Füllung und Polieren; deiflächige Kompositfüllung im Seitenzahnbereich"
"78","14 Konfektionierte Krone (im Seitenzahnbereich in der Regel aus Metall) einschließlich Material- und Laboratorimskosten in der pädiatrischen Zahnheilkunde"
"79","16 Stiftverankerung einer Füllung (zusätzlich zu den Nrn. 13c,d), je Zahn, einschließlich Materialkosten"
"80","23 Entfernen einer Krone bzw. eines Brückenankers oder eines abgebrochenen Wurzelstiftes bzw. das Abtrennen eines Brückengliedes oder Steges, je Trennstelle"
"81","25 Indirekte Überkappung zur Erhaltung der gefährdeten Pulpa, ggf. einschließlich des provisorischen oder temporären Verschlusses der Kavität"
"82","26 Direkte Überkappung, je Zahn"
"83","27 Pulpotomie"
"84","28 Exstirpation der vitalen Pulpa, je Kanal"
"86","29 Devitalisieren einer Pulpa einschließlich des Verschlusses der Kavität, je Zahn"
"87","31 Trepanation eines pulpatoten Zahnes"
"88","32 Aufbereiten des Wurzelkanalsystems, je Kanal"
"89","34 Medikamentöse Einlage in Verbindung mit Maßnahmen nach den Nrn. 28, 29 und 32, ggf. einschließlich eines provisorischen Verschlusses, je Zahn und Sitzung"
"90","35 Wurzelkanalfüllung einschließlich eines evtl. provisorischen Verschlusses, je Kanal"
"91","36 Stillung einer übermäßigen Blutung"
"92","37 Stillung einer übermäßigen Blutung durch Abbinden oder Umstechen eines Gefäßes oder durch Knochenbolzung"
"93","38 Nachbehandlung nach chirurgischem Eingriff oder Tamponieren oder dergleichen, je Kieferhälfte oder Frontzahnbereich, als selbstständige Leistung, je Sitzung"
"94","40 Infiltrationsanästhesie"
"95","41a Leitungsanästhesie, intraoral"
"96","41b Leitungsanästhesie, extraoral"
"97","43 Entfernen eines einwurzeligen Zahnes einschließlich Wundversorgung"
"98","44 Entfernen eines mehrwurzeligen Zahnes einschließlich Wundversorgung"
"100","46 Chirurgische Wundrevision (Glätten des Knochens, Auskratzen, Naht) als selbständige Leistung in einer besonderen Sitzung, je Kieferhälfte oder Frontzahnbereich"
"101","47a Entfernen eines Zahnes durch Osteotomie einschließlich Wundversorgung"
"102","47b Hemisektion und Teilextraktion eines mehrwurzeligen Zahnes"
"103","48 Entfernen eines verlagerten und/oder retinierten Zahnes, Zahnkeimes oder impaktierten Wurzelrestes durch Osteotomie einschließlich Wundversorgung"
"104","49 Exzision von Mundschleimhaut oder Granulationsgewebe für das Gebiet eines Zahnes"
"106","51a Plastischer Verschluss einer eröffneten Kieferhöhle durch Zahnfleischplastik als selbständige Leistung oder in Verbindung mit einer Extraktion"
"107","51b Plastischer Verschluss einer eröffneten Kieferhöhle in Verbindung mit Osteotomie"
"108","52 Trepanation des Kieferknochens"
"109","53 Sequestrotomie bei Osteomyelitis der Kiefer"
"111","54a Wurzelspitzenresektion an einem Frontzahn"
"112","54b Wurzelspitzenresektion an einem Seitenzahn, einschließlich der ersten resezierten Wurzelspitze"
"113","54c Wurzelspitzenresektion, am selben Seitenzahn, sofern durch denselben Zugang erreichbar, je weitere Wurzelspitze"
"114","121 Beseitigung von Habits bei einem habituellen Distalbiss oder bei einem habituell offenen Biss, je Sitzung"
"115","122a Kontrolle des Behandlungsverlaufs einschließlich kleiner Änderungen für Behandlungsmittel, für jede Sitzung"
"116","122b Vorbereitende Maßnahmen zur Herstellung von kieferorthopädischen Behandlungsmitteln, je Kiefer"
"117","122c  Einfügen von kieferorthopädischen Behandlungsmitteln, je Kiefer"
"118","123a Kieferorthopädische Maßnahmen mit herausnehmbaren Geräten zum Offenhalten von Lücken infolge vorzeitigen Milchzahnverlustes, je Kiefer"
"119","123b Kontrolle eines Lückenhalters, je Behandlungsquartal"
"120","124 Einschleifen von Milchzähnen bei Kreuz- oder Zwangsbiss, je Sitzung"
"121","125 Maßnahmen zur Wiederherstellung von Behandlungsmitteln einschließlich Wiedereinfügen, je Kiefer"
"122","126a Eingliedern eines Brackets oder eines Attachments, einschließlich Material- und Laboratoriumskosten"
"123","126b Eingliedern eines Bandes einschließlich Material- und Laborkosten"
"124","126c Wiedereingliederung eines Bandes"
"125","126d Entfernung eines Bandes, eines Brackets oder Attachments"
"126","127a Eingliederung eines Teilbogens einschließlich Material- und Laboratoriumskosten"
"127","127b Ausgliederung eines Teilbogens"
"128","128a Eingliederung eines konfektionierten Vollbogens einschließlich Material- und Laboratoriumskosten"
"129","128b Eingliederung eines individualisierten Vollbogens einschließlich Material-und Laboratoriumskosten"
"130","55 Reimplantation eines Zahnes, ggf. einschließlich einfacher Fixation an den benachbarten Zähnen"
"131","128c Ausgliederung von Vollbögen, je Bogen "
"132","129 Wiedereingliederung Voll- oder Teilbogens"
"133","56a Operation einer Zyste durch Zystektomie"
"134","130 Eingliederung ergänzender festsitzender Apparaturen (Palatinal- oder Transversalbogen, Quadhelix, Lingualbogen, Lipbumper, Headgear über je zwei Ankerbändern) einschließlich Material- und Laboratoriumskosten"
"135","56b Operation einer Zyste, durch orale Zystostomie"
"136","131a Ein- und Ausgliederung Gaumennahterweiterungsapparatur"
"137","131b Eingliederung und Ausgliederung einer festsitzenden Apparatur zur Bisslagekorrektur (Herbstscharnier) bei spätem Behandlungsbeginn, wenn der Wachstumshöhepunkt überschritten ist und die Bisslagekorrektur mit konven. Maßnahm. nicht erreicht werden kan"
"138","56c Operation einer Zyste durch Zystektomie in Verbindung mit einer Osteotomie oder Wurzelspitzenresektion"
"139","131c Eingliederung einer Gesichtsmaske"
"140","56d Operation einer Zyste durch orale Zystostomie in Verbindung mit einer Osteotomie oder Wurzelspitzenresektion"
"141","57 Beseitigen störender Schleimhautbänder, Muskelansätze oder eines Schlotterkamms im Frontzahnbereich oder in einer Kieferhälfte, je Sitzung"
"142","58 Knochenresektion am Alveolarfortsatz zur Formung des Prothesenlagers im Frontzahnbereichoder in einer Kieferhälfte als selbständige Leistung, je Sitzung"
"143","59 Mundboden- oder Vestibulumplastik, im Frontzahnbereich oder in einer Kieferhälfte"
"144","60 Tuberplastik, einseitig"
"145","61 Korrektur des Lippenbändchens bei einem echten Diastema mediale"
"146","62 Alveolotomie"
"147","63 Freilegen eines retinierten und/oder verlagerter Zahn zur kieferorthopädischen Einstellung"
"148","105 Lokale medikamentöse Behandlung von Schleimhauterkrankungen, Aufbringen von auf der Mundschleimhaut haftenden Medikamenten oder Behandlungen von Prothesendruckstellen, je Sitzung"
"149","106 Beseitigen scharfer Zahnkanten oder störender Prothesenränder oder Ähnliches, je Sitzung"
"150","107 Entfernen harter Zahnbeläge, je Sitzung"
"151","151 Besuch eines Versicherten, einschließlich Beratung und eingehender Unterweisung"
"152","152a Besuch je weiteren Versicherten in derselben häuslichen Gemeinschaft in unmittelbarem zeitlichen Zusammenhang mit einer Leistung nach Nummer 151 – einschließlich Beratung und eingehende Untersuchung"
"153","153a Besuch eines Versicherten in einer Einrichtung zu vorher vereinbarten Zeiten und bei regelmäßiger Tätigkeit in der Einrichtung einschließlich Beratung und eingehende Untersuchung, ohne Vorliegen eines Kooperationsvertrags nach § 119b Abs. 1 SGB V  "
"154","154 Besuch eines pflegebedürftigen Versicherten in einer stationären Pflegeeinrichtung (§ 71 Abs. 2 SGB XI) im Rahmen eines Kooperationsvertrags nach § 119b Abs. 1 SGB V, einschließlich Beratung und eingehende Untersuchung"
"155","155 Besuch je weiteren pflegebedürftigen Versicherten in derselben stationären Pflegeeinrichtung (§ 71 Abs. 2 SGB XI) im Rahmen eines Kooperationsvertrags nach § 119b Abs. 1 SGB V, in unmittelbarem zeitlichen Zusammenhang mit einer Leistung nach Nr. 154"
"156","161a Zuschläge für Besuche nach den Nrn. 151 und 154 Zuschlag für dringend angeforderte und unverzüglich durchgeführte Besuche"
"157","161b Zuschläge für Besuche nach den Nrn. 151 und 154 Zuschlag für Montag bis Freitag in der Zeit von 20 bis 22 Uhr oder 6 bis 8 Uhr durchgeführte Besuche"
"158","161c Zuschläge für Besuche nach den Nrn. 151 und 154 Zuschlag für Montag bis Freitag in der Zeit zwischen 22 und 6 Uhr durchgeführte Besuche"
"159","161d Zuschläge für Besuche nach den Nrn. 151 und 154 Zuschlag für an Samstagen, Sonn- oder Feiertagen in der Zeit zwischen 8 und 20 Uhr durchgeführte Besuche"
"160","161e Zuschläge für Besuche nach den Nrn. 151 und 154 Zuschlag für an Samstagen, Sonn- oder Feiertagen in der Zeit von 20 bis 22 Uhr oder 6 bis 8 Uhr durchgeführte Besuche"
"161","161f Zuschläge für Besuche nach den Nrn. 151 und 154 165Zuschlag für an Samstagen, Sonn- oder Feiertagen in der Zeit zwischen 22 und 6 Uhr durchgeführte Besuche"
"162","162a Zuschläge für Besuche nach den Nrn. 152 a, 152 b und 155 Zuschlag für dringend angeforderte und unverzüglich durchgeführte Besuche"
"163","162b Zuschläge für Besuche nach den Nrn. 152 a, 152 b und 155 Zuschlag für Montag bis Freitag in der Zeit von 20 bis 22 Uhr oder 6 bis 8 Uhr durchgeführte Besuche"
"164","162c Zuschläge für Besuche nach den Nrn. 152 a, 152 b und 155 Zuschlag für Montag bis Freitag in der Zeit zwischen 22 und 6 Uhr durchgeführte Besuche"
"165","162d Zuschläge für Besuche nach den Nrn. 152 a, 152 b und 155 Zuschlag für an Samstagen, Sonn- oder Feiertagen in der Zeit zwischen 8 und 20 Uhr durchgeführte Besuche"
"166","162e Zuschläge für Besuche nach den Nrn. 152 a, 152 b und 155 Zuschlag für an Samstagen, Sonn- oder Feiertagen in der Zeit von 20 bis 22 Uhr oder 6 bis 8 Uhr durchgeführte Besuche"
"167","162f Zuschläge für Besuche nach den Nrn. 152 a, 152 b und 155 Zuschlag für an Samstagen, Sonn- oder Feiertagen in der Zeit zwi-schen 22 und 6 Uhr durchgeführte Besuche"
"168","165 Zuschlag zu den Leistungen nach den Nrn. 151, 152 a, 152 b, 153 a, 153 b, 154 und 155 bei Kindern bis zum vollendeten vierten Lebensjahr"
"169","171a Zuschlag für Besuche nach Nrn. 151, 152 Zuschlag für das Aufsuchen von Versicherten, die einem Pflegegrad nach § 15 SGB XI zugeordnet sind oder Eingliederungshilfe nach § 53 SGB XII erhalten"
"170","171b Zuschlag für Besuche nach Nrn. 151, 152 für das Aufsuchen je weiteren Versicherten, der einem Pflegegrad nach § 15 SGB XI zugeordnet ist oder Eingliederungshilfe nach § 53 SGB XII erhält,in derselben häuslichen Gemeinschaft oder Einrichtung "
"171","172a Zuschlag nach § 87 Abs. 2j SGB V in stationären Pflegeeinrichtungen im Rahmen eines Kooperati-onsvertrags nach § 119b Abs. 1 SGB V Zuschlag für das Aufsuchen eines pflegebedürftigen Versicherten in einer stationären Pflegeeinrichtung"
"172","172b Zuschlag nach § 87 Abs. 2j SGB V in stationären Pflegeeinrichtungen im Rahmen eines Kooperationsvertrags nach § 119b Abs. 1 SGB V Zuschlag für das Aufsuchen je weiteren pflegebedürftigen Versicher-ten in derselben stationären Pflegeeinrichtung "
"175","181a Konsiliarische Erörterung mit Ärzten und Zahnärzten persönlich oder fernmündlich"
"176","182a Konsiliarische Erörterung mit Ärzten und Zahnärzten im Rahmen eines Kooperationsvertrags nach § 119b Abs. 1 SGB V persönlich oder fernmündlich"
"177","IP1 Mundhygienestatus"
"178","IP2 Mundgesundheitsaufklärung bei Kindern und Jugendlichen"
"179","IP4 Lokale Fluoridierung der Zähne"
"180","IP5 Versiegelung von kariesfreien Fissuren und Grübchen der bleibenden Molaren (Zähne 6 und 7) mit aushärtenden Kunststoffen, je Zahn"
"181","FU 2 Zahnärztliche Früherkennungsuntersuchung eines Kindes vom 34. bis zum vollendeten 72. Lebensmonat"
"182","601 Stiftmaterial"
"184","gegossener Stiftaufbau"
"187","4 Befunderhebung und Erstellen eines Parodontalstatus"
"188","P200 PA-Behandlung, geschlossenes Vorgehen, einwurzeliger Zahn (Therapiebeginn bis 30.06.2021)"
"189","P201 PA-Behandlung, geschlossenes Vorgehen, mehrwurzeliger Zahn (Therapiebeginn bis 30.06.2021)"
"190","P202 PA-Behandlung, offenes Vorgehen, einwurzeliger Zahn (Therapiebeginn bis 30.06.2021)"
"191","P203 PA-Behandlung, offenes  Vorgehen, mehrwurzeliger Zahn (Therapiebeginn bis 30.06.2021)"
"192","111 Nachbehandlung im Rahmen der systematischen Behandlung von Parodontopathien"
"193","108 Einschleifen des natürlichen Gebisses zum Kauebenenausgleich und zur Entlastung"
"195","18a Vorbereiten eines endodontisch behandelten Zahnes zur Aufnahme einer Krone, mit Verankerung im Wurzelkanal durch einen konfektionierten Stift- oder Schraubenaufbau, einzeitig"
"196","18b Vorbereiten eines endodontisch behandelten Zahnes zur Aufnahme einer Krone, mit Verankerung im Wurzelkanal, durch einen gegossenen Stiftaufbau, zweizeitig"
"197","19 (i) Schutz eines beschliffenen Zahnes und Sicherung der Kaufunktion durch eine provisorische Krone oder provisorischer Ersatz eines fehlenden Zahnes durch ein Brückenglied"
"198","20a (i) Versorgung eines Einzelzahnes durch eine metallische Vollkrone"
"199","20b (i) Versorgung eines Einzelzahnes durch eine vestibulär verblendete Verblendkrone"
"200","20c Versorgung eines Einzelzahnes durch eine metallische Teilkrone"
"201","21 Schutz eines beschliffenen Zahnes und Sicherung der Kaufunktion durch eine provisorische Krone mit Stiftverankerung"
"202","24a (i) Maßnahmen zur Wiederherstellung der Funktion von Kronen, Wiedereinsetzen einer Krone oder dergleichen"
"203","24b (i) Maßnahmen zur Wiederherstellung der Funktion von Kronen, Erneuerung oder Wiedereinsetzen einer Facette, einer Verblendschale oder dergleichen"
"204","24c (i) Maßnahmen zur Wiederherstellung der Funktion von Kronen, Abnahme und Wiederbefestigung einer provisorischen Krone nach der Nr. 19 oder 21"
"206","89 Beseitigung grober Artikulations- und Okklusionsstörungen vor Eingliederung von Prothesen und Brücken"
"207","90 Versorgung eines Zahnes durch eine Wurzelstiftkappe mit Verankerung im Wurzelkanal mit Kugelknopfanker"
"208","91a Versorgung eines Lückengebisses durch eine Brücke, bei Verwendung von Teleskopkronen im Zusammenhang mit einer herausnehmbaren Prothese, je Pfeilerzahn, Metallische Vollkrone"
"209","91b Versorgung eines Lückengebisses durch eine Brücke, bei Verwendung von Teleskopkronen im Zusammenhang mit einer herausnehmbaren Prothese, je Pfeilerzahn, Vestibulär verblendete Verblendkrone"
"210","91c Versorgung eines Lückengebisses durch eine Brücke, bei Verwendung von Teleskopkronen im Zusammenhang mit einer herausnehmbaren Prothese, je Pfeilerzahn, Metallische Teilkrone"
"211","91d Versorgung eines Lückengebisses durch eine Brücke, bei Verwendung von Teleskopkronen im Zusammenhang mit einer herausnehmbaren Prothese, je Pfeilerzahn, Teleskop-/Konuskrone"
"212","92 Versorgung eines Lückengebisses durch eine Brücke je Spanne"
"214","93a Adhäsivbrücke mit Metallgerüst im Frontzahnbereich einschl. der Päparation von Retentionen an den Pfeilerzähnen, Abf., Farbbestimmung, Bissnahme, Einp. und Befestigung in Säure-Ätz-Technik, Kontrolle und ggf. Korrekturen der Okklusion und Artikulation"
"215","95a Maßnahmen zum Wiederherstellen der Funktion von Brücken und provisorischen Brücken, Wiedereinsetzen einer Brücke mit 2 Ankern"
"219","95b Maßnahmen zum Wiederherstellen der Funktion von Brücken und provisorischen Brücken Wiedereinsetzen einer Brücke mit mehr als 2 Ankern"
"220","95c Maßnahmen zum Wiederherstellen der Funktion von Brücken und provisorischen Brücken Erneuerung oder Wiedereinsetzen einer Facette, einer Verblendschale oder dergleichen"
"221","95d Maßnahmen zum Wiederherstellen der Funktion von Brücken und provisorischen Brücken, Abnahme und Wiedereinsetzen einer provisorischen Brücke"
"222","96a Versorgung eines Lückengebisses durch eine partielle Prothese einschließlich einfacher Haltevorrichtungen, zum Ersatz von 1 bis 4 fehlenden Zähnen "
"223","96b Versorgung eines Lückengebisses durch eine partielle Prothese einschließlich einfacher Haltevorrichtungen, zum Ersatz von 5 bis 8 fehlenden Zähnen"
"224","96c Versorgung eines Lückengebisses durch eine partielle Prothese ein-schließlich einfacher Haltevorrichtungen, zum Ersatz von mehr als 8 fehlenden Zähnen"
"226","97a (i) Totale Prothese/Cover-Denture-Prothese im Oberkiefer"
"227","97b (i) Totale Prothese/Cover-Denture-Prothese im Unterkiefer"
"228","98a Abformung mit individuellem oder individualisiertem Löffel, je Kiefer"
"230","98b (i) Funktionsabformung mit individuellem Löffel, Oberkiefer"
"231","98c (i) Funktionsabformung mit individuellem Löffel, Unterkiefer"
"232","98d (i) Intraorale Stützstiftregistrierung zur Feststellung der Zentrallage"
"233","98e (i) Verwendung einer Metallbasis in besonderen Ausnahmefällen, zu den Bewertungszahlen nach den Nrn. 97 a oder b zusätzlich"
"235","98f Verwendung doppelarmiger Halte- oder einfacher Stützvorrichtungen oder mehrarmiger gebogener Halte- und Stützvorrichtungen zu den Bewertungszahlen nach Nr. 96"
"236","98g Verwendung einer Metallbasis in Verbindung mit Halte- und Stützvorrichtungen – nicht bei Interimsprothesen –"
"237","98h/1 Verwendung von gegossenen Halte- und Stützvorrichtungen, zu den Bewertungszahlen nach Nr. 96 oder Nr. 98g zusätzlich – nicht bei Interimsprothesen –bei Verwendung von einer Halte- und Stützvorrichtung"
"238","98h/2 Verwendung von gegossenen Halte- und Stützvorrichtungen, zu den Bewertungszahlen nach Nr. 96 oder Nr. 98g zusätzlich – nicht bei Interimsprothesen –bei Verwendung von mindestens 2 Halte- und Stützvorrichtungen"
"240","99a Teilleistungen nach den Nrn. 96, 97 und 98 bei nicht vollendeten Leistungen:Anatomischer Abdruck zur prothetischen Versorgung eines Kiefers "
"241","100a (i) Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer abnehmbaren Prothese kleinen Umfanges (ohne Abformung)"
"242","100b (i) Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer abnehmbaren Prothese größeren Umfanges (mit Abformung)"
"243","100d (i) Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer abnehmbaren Prothese Vollständige Unterfütterung einer Prothese im indirekten Verfahren"
"244","100e (i) Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer abnehmbaren Prothese Vollständige Unterfütterung einer Prothese im indirekten Verfahren einschließlich funktioneller Randgestaltung im Oberkiefer"
"315","100f (i) Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer abnehmbaren Prothese Vollständige Unterfütterung einer Prothese im indirekten Verfahren einschließlich funktioneller Randgestaltung im Unterkiefer"
"481","22 Teilleistungen bei nicht vollendeten Leistungen nach den Nrn. 18 und 20"
"482","94a Teilleistungen nach den Nrn. 90 bis 92 bei nicht vollendeten Leistungen Präparation eines Ankerzahnes (Brückenpfeilers)"
"484","94b Teilleistungen bei nicht vollendeten Leistungen nach den Nrn. 93a und 93b"
"485","99b Teilleistungen nach den Nrn. 96, 97 und 98 bei nicht vollendeten Leistungen:Maßnahmen einschließlich der Ermittlung der BissverhältnisseHalbe Bew.-Zahl nach Nr. 96 oder 97"
"486","99c Teilleistungen nach den Nrn. 96, 97 und 98 bei nicht vollendeten Leistungen:Weitergehende Maßnahmen Dreiviertel der Bew.-Zahl für die ges. Behandlung"
"801","45 Entfernen tieffrakturierter Zahn einschließlich Wundversorgung"
"802","50 Exzision einer Schleimhautwucherung (z. B. lappiges Fibrom, Epulis)"
"973","100c (i) Maßnahmen zum Wiederherstellen der Funktion oder zur Erweiterung einer abnehmbaren Prothese Teilunterfütterung einer Prothese"
"1004","7a Vorbereitende Maßnahmen"
"2327","91e Versorgung eines Lückengebisses durch eine Brücke, bei Verwendung von Teleskopkronen im Zusammenhang mit einer herausnehmbaren Prothese, je Pfeilerzahn, Verwendung eines Geschiebes bei geteilten Brücken mit disparallelen Pfeilern zus. zu den Nrn.91a-c"
"2649","602 Telefon-, Porto- und Versandkosten"
"2650","603 Praxislaborkosten"
"2651","604 Fremdlaborkosten"
"2766","93b Adhäsivbrücke mit Metallgerüst im Frontzahnbereich mit zwei Flügeln einschl. der Präparation von Retentionen an den Pfeilerzähnen, Abf., Farbbest., Bissnahme, Einpr. und adhäsive Befestigung, Kontr. und ggf. Korrekturen der Okklussion und Artikulation"
"2853","107a Entfernen harter Zahnbeläge bei Versicherten, die einem Pflegegrad nach § 15 SGB XI zugeordnet sind oder Eingliederungshilfe nach § 53 SGB XII erhalten, je Sitzung"
"2854","174a Mundgesundheitsstatus und individueller Mundgesundheitsplan, bei Versicherten die einem Pflegegrad nach § 15 SGB XI zugeordnet sind oder Eingliederungshilfe nach § 53 SGB XII erhalten"
"2855","174b Mundgesundheitsaufkläung,bei Versicherten die einem Pflegegrad nach § 15 SGB XI zugeordnet sind oder Eingliederungshilfe nach § 53 SGB XII erhalten"
"2856","173a Zuschlag für Besuche nach Nr. 153 Zuschlag für das Aufsuchen nach Nr. 153 a von Versicherten, die einem Pflegegrad nach § 15 SGB XI zugeordnet sind oder Eingliederungshilfe nach § 53 SGB XII erhalten"
"2857","173b Zuschlag für Besuche nach Nr. 153 Zuschlag für das Aufsuchen nach Nr. 153 b je weiteren Versicherten, der einem Pflegegrad nach § 15 SGB XI zugeordnet ist oder Eingliederungshilfe nach § 53 SGB XII erhält, in derselben Einrichtung"
"2858","152b Besuch je weiteren Versicherten in derselben Einrichtung in unmittelbarem zeitlichen Zusammenhang mit einer Leistung nach Nummer 151 – einschließlich Beratung und eingehende Untersuchung"
"2859","153b Besuch je weiteren Versicherten in derselben Einrichtung in unmittelbarem zeitlichen Zusammenhang mit einer Leistung nach Nummer 153 a zu vorher vereinbarten Zeiten und bei regelmäßiger Tätigkeit in der Einrichtung einschließlich Beratung"
